@relation RNA
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute class1 {0,1}
@attribute class2 {0,1}
@attribute class3 {0,1}
@attribute class4 {0,1}
@attribute class37 {0,1}
@attribute class5 {0,1}
@attribute class16 {0,1}
@attribute class7 {0,1}
@attribute class9 {0,1}
@attribute class12 {0,1}
@attribute class17 {0,1}
@attribute class23 {0,1}
@attribute class8 {0,1}
@attribute class24 {0,1}
@attribute class32 {0,1}
@attribute class34 {0,1}
@attribute class35 {0,1}
@attribute class38 {0,1}
@attribute class39 {0,1}
@data
0.03230797,0.03872531,0.0318654,0.01637527,0.03739758,0.02965252,0.0212436,0.01925201,0.03739758,0.02168617,0.0194733,0.01526884,0.01217081,0.017703,0.02102231,0.01836686,0.23420439,0.20315766,0.1727294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05114442,0.02398223,0.02543971,0.03166714,0.02967966,0.01603232,0.01947728,0.02000727,0.02490972,0.02358473,0.01179237,0.01841729,0.0263672,0.02172975,0.02199475,0.02967966,0.23321661,0.18692806,0.18394982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.04428487,0.0227575,0.02583284,0.02767805,0.02767805,0.01875956,0.02306504,0.02029723,0.02829311,0.02644791,0.01260889,0.01783696,0.0199897,0.0218349,0.02398764,0.02306504,0.23839185,0.19652723,0.18066363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.05427423,0.02573649,0.02591157,0.03203931,0.03081376,0.01645735,0.01873336,0.02030907,0.02556141,0.02293524,0.011205,0.01803305,0.02713712,0.02135954,0.02188477,0.02853774,0.23188105,0.18574843,0.18144149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.02736816,0.02087168,0.02570948,0.01783077,0.03469398,0.02805928,0.02488015,0.01423697,0.02045701,0.03579977,0.02515659,0.01769255,0.00926094,0.01713966,0.02335969,0.01409875,0.2537466,0.20920124,0.18043672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04126093,0.02014748,0.02732329,0.0230454,0.02966923,0.01890551,0.01876751,0.02332139,0.02332139,0.03049721,0.01835352,0.02000948,0.01752554,0.02111345,0.02787527,0.02718529,0.23866525,0.19162974,0.18138311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05169342,0.01924985,0.02617114,0.02530598,0.02379195,0.01449146,0.02098017,0.01860098,0.0248734,0.02682001,0.0157892,0.02054759,0.02206162,0.01730324,0.02508969,0.03244357,0.23984133,0.19264764,0.18229776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05342679,0.02000563,0.02541891,0.02683108,0.02777252,0.01506306,0.02024099,0.01859346,0.02235923,0.02636035,0.0148277,0.01953491,0.02188851,0.02024099,0.02282995,0.03530405,0.23727896,0.18756451,0.18445842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0399437,0.02047655,0.02811921,0.02033235,0.02984962,0.01946714,0.01975555,0.02336057,0.02307217,0.03143583,0.01932294,0.02004395,0.01586212,0.02105336,0.0266772,0.02350477,0.24158632,0.19451982,0.18161682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052521,0.0198241,0.02600304,0.02574559,0.02651795,0.0151899,0.02059647,0.01724954,0.02445831,0.02677541,0.01596226,0.02008156,0.02059647,0.01776446,0.02471576,0.03295435,0.23885216,0.19019105,0.18400061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05306332,0.0202146,0.02577361,0.02552093,0.02602629,0.01516095,0.02046728,0.01768777,0.02425752,0.02627898,0.01591899,0.02046728,0.02122533,0.01768777,0.02476288,0.03259604,0.23858852,0.19014742,0.18415454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05138476,0.01966253,0.02595455,0.02595455,0.02647888,0.01546786,0.0207112,0.01730303,0.02411938,0.02700321,0.01599219,0.0199247,0.0207112,0.01782736,0.02464371,0.03277089,0.2390942,0.19012213,0.18487366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03651235,0.02350067,0.02562503,0.03106869,0.02628889,0.01898642,0.01978305,0.02257127,0.0305376,0.02230572,0.01818979,0.01752593,0.0233679,0.02296959,0.02496117,0.02987374,0.23202755,0.1856182,0.18828645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.03629817,0.02381263,0.02535724,0.03205052,0.02677312,0.01853524,0.01930754,0.02252546,0.02999104,0.0220106,0.01802037,0.0175055,0.02445622,0.0227829,0.02497108,0.03102078,0.23193822,0.18489217,0.18775121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.01898315,0.02472595,0.02233311,0.0215355,0.03637107,0.04067817,0.01978076,0.02376881,0.01738792,0.02967114,0.02456642,0.01962123,0.01483557,0.02568308,0.0244069,0.01531413,0.23790389,0.20375182,0.17868137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02058739,0.02442832,0.02273831,0.02243104,0.03625839,0.03948477,0.01951193,0.02335286,0.01766828,0.02995926,0.02442832,0.01920466,0.015671,0.02488924,0.02442832,0.01536373,0.23831727,0.20172561,0.17955128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02547493,0.02518378,0.02183565,0.02445593,0.03508261,0.03784846,0.01834195,0.02387365,0.01761409,0.02780406,0.02343693,0.01936094,0.01877866,0.02431036,0.02445593,0.01979766,0.23464153,0.19978044,0.17792244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03166392,0.02713199,0.02260005,0.02432934,0.03798478,0.02051297,0.0223019,0.01633882,0.01693513,0.03261801,0.01615993,0.01639845,0.01914147,0.0168755,0.02099002,0.02468713,0.25770957,0.19382523,0.18179578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03577846,0.02765514,0.02377267,0.02652026,0.03792875,0.01929289,0.02162238,0.0145742,0.0185164,0.03141815,0.01630638,0.01660503,0.02150291,0.01505204,0.02114453,0.02162238,0.25711735,0.19186045,0.18170964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03605383,0.02793414,0.02357133,0.02647987,0.03799286,0.01896613,0.02151111,0.01448213,0.01842078,0.03102447,0.01636056,0.01696651,0.0215717,0.01502748,0.02132932,0.02169289,0.25701007,0.19140108,0.18220373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03816437,0.02812111,0.025309,0.02792025,0.03876696,0.01935,0.02028737,0.01513184,0.01868045,0.03059845,0.01539966,0.01673876,0.02390295,0.01546661,0.02042128,0.02269776,0.25387733,0.19089947,0.17826637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03237992,0.02723003,0.02349636,0.02323887,0.03855979,0.02092142,0.02311012,0.01480593,0.01763837,0.03308803,0.01738087,0.01615777,0.01783149,0.01615777,0.02027768,0.01924771,0.26038585,0.19532736,0.18276466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02870645,0.02613573,0.02264688,0.02368742,0.03782642,0.02136152,0.02289171,0.0165261,0.01664852,0.03354187,0.01695456,0.0164649,0.01799509,0.01756664,0.02111669,0.02319775,0.2590768,0.19534005,0.1823149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03342942,0.02687593,0.02383087,0.02555199,0.03865897,0.0212492,0.02131539,0.01707879,0.0170126,0.03243647,0.01535767,0.01621823,0.02058723,0.01774076,0.02045483,0.02561819,0.25442716,0.19310162,0.17905468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03216848,0.02705077,0.02290786,0.02443099,0.03789545,0.0208364,0.02205491,0.01663257,0.01687627,0.03241218,0.01638887,0.01632794,0.0196179,0.01711997,0.0205927,0.02504024,0.25633657,0.1945021,0.18080782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03608396,0.02767431,0.02355895,0.02654109,0.03763468,0.01956287,0.02147145,0.01479144,0.01854894,0.03095467,0.01658073,0.01687894,0.02159073,0.01526858,0.02135216,0.02165038,0.25621977,0.19155921,0.18207712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01910158,0.02096515,0.0237605,0.02127575,0.03199127,0.03369954,0.02593467,0.02065456,0.02034396,0.03121478,0.02143104,0.0181698,0.01351087,0.02640056,0.02003337,0.01320028,0.25108873,0.19829899,0.18892461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01958209,0.02299412,0.02358751,0.02225237,0.03337856,0.03234011,0.02521935,0.02076888,0.02136228,0.03055992,0.01958209,0.0178019,0.01409317,0.0256644,0.02091723,0.01453822,0.25077848,0.19624751,0.18833183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02704906,0.0201331,0.02474374,0.01997942,0.02935437,0.02489743,0.02812487,0.01429297,0.02412899,0.03273551,0.01921098,0.01752041,0.0113729,0.01874991,0.02151629,0.01982573,0.25495558,0.21616307,0.17524569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04022093,0.02512658,0.02457435,0.02531066,0.03451453,0.02135299,0.02153707,0.01721125,0.02190522,0.02890017,0.01776348,0.01647494,0.01859183,0.0192361,0.02116891,0.02770366,0.24052319,0.2036504,0.17423375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04515104,0.02407287,0.02222997,0.02856494,0.03144447,0.02096298,0.02073262,0.01762273,0.0208478,0.02591577,0.01485838,0.01877454,0.02257552,0.01969599,0.0226907,0.03317219,0.2375064,0.19881072,0.17437038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03890078,0.02088885,0.02551691,0.02514166,0.03152089,0.02088885,0.02201459,0.01638586,0.02226476,0.03039515,0.01713636,0.01938785,0.01776177,0.01863735,0.02439117,0.02626741,0.24413348,0.20498631,0.17338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03216384,0.02174038,0.02263382,0.02054912,0.02978134,0.0221871,0.02620758,0.01727317,0.02174038,0.0312704,0.0178688,0.01950678,0.0134016,0.02025131,0.02382507,0.02144256,0.25357564,0.21113075,0.17345038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04106708,0.0239558,0.02086473,0.02759884,0.02969636,0.02009196,0.02119591,0.01777366,0.02108552,0.02528054,0.01457219,0.02053354,0.02163749,0.01942959,0.02483896,0.03775522,0.23781845,0.19972095,0.17508322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03463883,0.0225206,0.02638127,0.0225206,0.03485331,0.02498714,0.02412921,0.01608614,0.02273508,0.03335194,0.02037578,0.01437029,0.01383408,0.01908889,0.01994682,0.01855268,0.2477683,0.21113248,0.17272656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03848013,0.01952218,0.02595434,0.02572865,0.02922684,0.02076347,0.02290753,0.01545976,0.02335891,0.02922684,0.01670105,0.01997356,0.01861942,0.01873226,0.02369744,0.02866262,0.2442237,0.20373984,0.17502147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03288681,0.01912664,0.02449311,0.02311709,0.02875876,0.02435551,0.02614433,0.01513619,0.0238051,0.031786,0.01788822,0.01788822,0.01417298,0.01898904,0.02284189,0.02325469,0.24997973,0.21169478,0.17368091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03462085,0.01879865,0.02537818,0.02396828,0.03321095,0.02522153,0.02475156,0.01597886,0.02318501,0.0330543,0.01942528,0.01566554,0.01174916,0.02208842,0.02193176,0.02443825,0.2429543,0.21089404,0.17268508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02909809,0.02357313,0.02062649,0.03057141,0.02762477,0.02246814,0.02099482,0.02394146,0.0279931,0.0232048,0.0232048,0.01620653,0.01915317,0.02541479,0.02578312,0.02430979,0.23287367,0.19640942,0.18654848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02604566,0.0202254,0.02517262,0.02080743,0.02662769,0.01920686,0.0247361,0.02124395,0.02386306,0.03288447,0.01993439,0.01804281,0.0157147,0.01935236,0.02502712,0.01964338,0.25401071,0.20054879,0.18691251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02733221,0.02032028,0.0251857,0.02089269,0.02647361,0.01888928,0.0244702,0.02117889,0.0237547,0.03234073,0.01989098,0.01845998,0.01617037,0.01931858,0.0250426,0.02074959,0.25304043,0.20015202,0.18633716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02748853,0.01832569,0.0233055,0.02469984,0.02370388,0.02270792,0.02051681,0.02151277,0.0284845,0.0284845,0.03206996,0.01892327,0.01394346,0.01912246,0.03206996,0.02171196,0.23871939,0.20528602,0.1789236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02979903,0.01818902,0.02341352,0.02496152,0.02360702,0.02205902,0.02031752,0.02147852,0.02805753,0.02805753,0.03134703,0.01915652,0.01470601,0.01935002,0.03154053,0.02302652,0.23820433,0.20408346,0.17864536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04029078,0.02482028,0.02544681,0.03041087,0.03229046,0.01677176,0.01879594,0.01807302,0.02477208,0.02453111,0.0182658,0.01894052,0.02361541,0.01980803,0.02400097,0.029206,0.23732028,0.18965372,0.18298616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03237635,0.02388315,0.02547961,0.02643749,0.03327037,0.01819972,0.02113722,0.01775271,0.02439401,0.02713994,0.02062635,0.01864673,0.01813586,0.02113722,0.02356385,0.02579891,0.2432082,0.19532465,0.18348764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03316521,0.02447592,0.02626685,0.02706281,0.03435916,0.01824086,0.0204961,0.01790921,0.02494024,0.02752712,0.02102674,0.01717958,0.01850619,0.02076142,0.02281766,0.02613418,0.24119649,0.19616238,0.18177187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02450949,0.02479284,0.02025929,0.02380112,0.02890136,0.02110933,0.01983427,0.0276263,0.02011762,0.02635124,0.02195937,0.02068431,0.0196926,0.02521786,0.02705961,0.0260679,0.24355482,0.1940092,0.18445148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02334011,0.02364722,0.02072971,0.02380077,0.0273325,0.02072971,0.02011549,0.02856093,0.02057615,0.02656473,0.02180458,0.02088326,0.02011549,0.02579697,0.02717895,0.02656473,0.2439153,0.1937738,0.18456961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02017216,0.01871644,0.01434927,0.02973834,0.0278667,0.02329157,0.02495525,0.01642887,0.02121197,0.02828262,0.02557913,0.021004,0.01351743,0.02245973,0.03119407,0.02287565,0.25021129,0.20272542,0.18542008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02311792,0.01683147,0.01318127,0.03163505,0.02656533,0.02433466,0.02494302,0.01703426,0.02109004,0.02879601,0.02453745,0.01906215,0.01399243,0.02311792,0.03062111,0.02839043,0.24505643,0.20115208,0.18654096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03141469,0.02478904,0.02581716,0.02673104,0.0324428,0.02227587,0.02067657,0.02307551,0.0239894,0.02981539,0.01827764,0.01633564,0.02090505,0.02159046,0.02364669,0.02227587,0.24457571,0.19486176,0.17650371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.03124866,0.02356801,0.02546187,0.02704008,0.03240601,0.02177937,0.02020115,0.02293672,0.02367322,0.02977565,0.01841251,0.01746558,0.01999072,0.02220022,0.02525144,0.02283151,0.2436042,0.19289578,0.17925729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.04199502,0.02536129,0.02341042,0.0312139,0.03244603,0.02176759,0.01837924,0.02207562,0.02330775,0.02628539,0.01642837,0.01663372,0.02423184,0.0212542,0.02433452,0.0266961,0.23588173,0.18734923,0.18094806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.03238748,0.02476039,0.02586577,0.0268606,0.03249801,0.02199695,0.02033889,0.02321287,0.02398663,0.02962404,0.01823868,0.01624901,0.02100212,0.02166534,0.02365502,0.02343394,0.24351936,0.19452113,0.17618377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.03906605,0.02486022,0.02535347,0.02811572,0.03156853,0.02032224,0.02022359,0.02219662,0.02456426,0.02791842,0.01716539,0.01627752,0.02219662,0.02111145,0.02318314,0.02505752,0.24097681,0.19342137,0.17642106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.03616739,0.02407655,0.02544334,0.02880775,0.03238243,0.02081728,0.0197659,0.0228149,0.02407655,0.02870261,0.01766315,0.01640149,0.02186866,0.02207893,0.02397141,0.02418169,0.24028032,0.19340341,0.17709625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.04912427,0.02428196,0.02521588,0.03885113,0.02783086,0.01718416,0.01512953,0.02073306,0.03025906,0.01681059,0.01512953,0.0201727,0.03007227,0.0226009,0.02708372,0.04183968,0.21804577,0.18509786,0.17453708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02987033,0.01788156,0.02275834,0.02092955,0.02418074,0.02092955,0.02499354,0.01991355,0.02519674,0.02926073,0.02519674,0.02011675,0.01219197,0.02194555,0.02682233,0.01950715,0.24613705,0.20434666,0.18782117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02955359,0.01857654,0.02279848,0.0213208,0.02490945,0.021743,0.02469836,0.02026532,0.02575384,0.02934249,0.02512055,0.01963203,0.01203253,0.0219541,0.02723152,0.01857654,0.24591865,0.20567,0.1849022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03643208,0.02537053,0.02932833,0.02009346,0.0295313,0.01786085,0.02222458,0.02049939,0.03105353,0.02709573,0.0192816,0.01775937,0.0142075,0.01978901,0.02435571,0.0210068,0.24509803,0.18963168,0.18938052,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.04412797,0.02487213,0.0276438,0.0289567,0.02932139,0.0156089,0.01954759,0.01808882,0.02975902,0.02428862,0.01582772,0.01787,0.02239221,0.01779706,0.02479919,0.03005078,0.23851233,0.18365976,0.18687602,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.03892652,0.0245466,0.02839346,0.02335591,0.02894301,0.01648653,0.02152407,0.01932587,0.03077485,0.02674481,0.0178604,0.01767722,0.01657812,0.01850154,0.02537093,0.02491297,0.24449413,0.18738532,0.18819775,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.03892652,0.0245466,0.02839346,0.02335591,0.02894301,0.01648653,0.02152407,0.01932587,0.03077485,0.02674481,0.0178604,0.01767722,0.01657812,0.01850154,0.02537093,0.02491297,0.24449413,0.18738532,0.18819775,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.03485132,0.02341788,0.01942307,0.02507091,0.03113201,0.02465765,0.0245199,0.01639252,0.01956082,0.0276882,0.02011183,0.01804554,0.01721903,0.02093834,0.0213516,0.02341788,0.24485204,0.20120206,0.18614744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04054232,0.0253506,0.02236818,0.02777382,0.03066305,0.02087697,0.02124977,0.01593733,0.02404579,0.02413899,0.01891975,0.01873335,0.02078377,0.01845375,0.02320699,0.02749422,0.23662548,0.19225706,0.19057881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03076224,0.02598637,0.02135096,0.02149143,0.03132411,0.02486263,0.0254245,0.01629416,0.0245817,0.02696964,0.02303656,0.01797976,0.01292295,0.02008676,0.02261516,0.01474902,0.24372602,0.20560758,0.19022844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04994779,0.02702094,0.02222501,0.02631909,0.03322055,0.02128922,0.02152317,0.01590843,0.02164014,0.02491541,0.0187158,0.01766304,0.02070435,0.0187158,0.02035343,0.02164014,0.23967475,0.19493915,0.18358376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04556984,0.0283272,0.02093749,0.02263097,0.03463923,0.02370863,0.02278492,0.01724264,0.02032168,0.02617187,0.01985983,0.01847426,0.01693474,0.02032168,0.02109145,0.01370174,0.24243462,0.19753992,0.18730729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05118216,0.02773995,0.02044682,0.02695854,0.03307956,0.02122822,0.02096775,0.01758166,0.02018635,0.02409338,0.01771189,0.01823283,0.0218794,0.01979564,0.02096775,0.0222701,0.23842051,0.19227547,0.18498203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05065158,0.02687635,0.02285638,0.02630207,0.03342315,0.02113354,0.02113354,0.01585015,0.02170782,0.02503865,0.01872156,0.01780271,0.02090383,0.01849185,0.0204444,0.02170782,0.23905823,0.19447572,0.18342065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03238012,0.02128392,0.02478798,0.02803249,0.03341836,0.02154348,0.02154348,0.0181692,0.02673469,0.02874628,0.02303595,0.01758519,0.01388646,0.02316573,0.02673469,0.02082969,0.2400919,0.19695645,0.18107393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03168889,0.02248666,0.02463154,0.02753751,0.03577108,0.02124124,0.02131043,0.01840446,0.02573857,0.02954401,0.02255585,0.01757419,0.01314605,0.0235245,0.0269148,0.0188196,0.24170619,0.1977797,0.17962474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0333791,0.02184065,0.02419543,0.02890501,0.03231945,0.02089873,0.02101647,0.01860281,0.026197,0.027551,0.02184065,0.01848508,0.01636577,0.02254708,0.02702118,0.0223116,0.23949135,0.19497653,0.18205511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03417875,0.02314186,0.02385392,0.02883832,0.03471279,0.02053099,0.02064966,0.01875084,0.0244473,0.02830428,0.02076834,0.01845415,0.01667401,0.02266716,0.02670215,0.02035297,0.2416698,0.19525466,0.18004803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02891208,0.02218122,0.02447583,0.02738234,0.03487806,0.02271663,0.02156933,0.01919823,0.02654098,0.02982992,0.02401691,0.01690362,0.01254386,0.02371096,0.02722936,0.0182039,0.24120791,0.19926899,0.17922984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03239924,0.02272682,0.02448544,0.02786741,0.03598413,0.02130639,0.02123875,0.01833026,0.02543239,0.02942311,0.02211806,0.01758623,0.01366315,0.02347085,0.02671754,0.01860082,0.24191475,0.19744723,0.17928742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0400154,0.02364546,0.03112309,0.02324127,0.03041575,0.02253393,0.02324127,0.01495525,0.03395246,0.02627274,0.02314022,0.01636994,0.01364161,0.01859301,0.02233183,0.01606679,0.24142873,0.19976715,0.17926412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04216219,0.02299047,0.02883551,0.02774444,0.02860171,0.02026279,0.02088626,0.01644403,0.03140733,0.02306841,0.02018486,0.01893792,0.01956139,0.01979519,0.02369188,0.02665336,0.23562835,0.19377887,0.17936504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03834214,0.02279161,0.03145717,0.0225542,0.02896434,0.02160455,0.02528444,0.01590665,0.03359389,0.02694633,0.02018007,0.01448217,0.01424476,0.02041749,0.01828077,0.01911172,0.24308979,0.19957048,0.18317742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03504391,0.02323424,0.03209149,0.02092365,0.02926744,0.02246405,0.02618666,0.01591738,0.03440208,0.02759868,0.02105202,0.01386353,0.01257987,0.02053856,0.01745777,0.01745777,0.2451023,0.20158274,0.18323586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03370232,0.02194236,0.03484963,0.01706628,0.0273921,0.02208577,0.02753551,0.014198,0.03642719,0.02925648,0.0233765,0.01462824,0.01003899,0.01807018,0.01778335,0.01190337,0.24940229,0.20472358,0.18561787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03473662,0.02283611,0.02347938,0.03087699,0.02669573,0.02926882,0.01929812,0.0263741,0.02573083,0.01736831,0.01768994,0.02154957,0.02476592,0.03216354,0.0218712,0.03409335,0.22108175,0.1918719,0.17824781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03053089,0.02180778,0.02458331,0.02815186,0.02497982,0.03290992,0.02141127,0.02616933,0.02934137,0.0158602,0.02022176,0.02180778,0.02022176,0.03489244,0.02141127,0.03211691,0.21629285,0.19908104,0.17820847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03011285,0.02120851,0.02250369,0.02444645,0.02298938,0.01926575,0.02396076,0.02007523,0.02768439,0.02477024,0.01975144,0.01942764,0.01748488,0.02120851,0.02541783,0.03351268,0.24120956,0.19193681,0.19303341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.02900712,0.02210908,0.02317032,0.02370094,0.02352406,0.01998661,0.02476217,0.01998661,0.02883024,0.02493904,0.02034036,0.01804101,0.01662603,0.02140159,0.02387781,0.03183708,0.24208906,0.19309408,0.19267679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.02897302,0.02244153,0.02227406,0.0239488,0.02361385,0.02076679,0.02445122,0.02059932,0.02813565,0.02461869,0.02043184,0.01775226,0.01674741,0.02177163,0.02378132,0.03315987,0.24105709,0.1925086,0.19296704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.02857025,0.02203008,0.02289063,0.02375118,0.02323485,0.01962054,0.02443962,0.02013687,0.02857025,0.02478384,0.02030898,0.0189321,0.01686678,0.02116953,0.02495595,0.03184034,0.24233946,0.19225517,0.19330363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.0419033,0.02287382,0.02460377,0.02864033,0.02998585,0.01614623,0.02191274,0.01480071,0.02518042,0.02479599,0.01576179,0.02114387,0.02095165,0.01883726,0.02460377,0.02710259,0.24423819,0.1883972,0.18812052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04233137,0.0230189,0.02477458,0.02848101,0.03004162,0.01580111,0.02184845,0.01463066,0.02516473,0.02496966,0.01580111,0.02106815,0.02106815,0.01833709,0.02457951,0.02653026,0.24506231,0.18818576,0.18830557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
