@relation RNA
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute class20 {0,1}
@attribute class19 {0,1}
@attribute class26 {0,1}
@data
0.03704641,0.02462862,0.033735,0.03270019,0.03642552,0.02317988,0.00434623,0.033735,0.02524951,0.02048936,0.02090328,0.02607736,0.02918181,0.02938877,0.033735,0.03642552,0.21263183,0.16583651,0.17428419,1,1,0
0.03916133,0.02512563,0.03309652,0.03136372,0.03569573,0.02460579,0.00554497,0.03171028,0.027205,0.02114019,0.02148675,0.02495235,0.02651188,0.02668516,0.03465605,0.03344308,0.21353915,0.17010331,0.17397311,1,1,0
0.03777012,0.02498639,0.03254041,0.0329278,0.03602688,0.02363054,0.00561709,0.03060348,0.02653593,0.02091884,0.02053145,0.02595485,0.02769809,0.02634224,0.03525211,0.03389626,0.21601315,0.16838358,0.17437079,1,1,0
0.03711997,0.02468478,0.03359357,0.03247997,0.03656317,0.02375678,0.0051968,0.03099517,0.02691198,0.02134398,0.02097278,0.02616958,0.02709758,0.02672638,0.03563517,0.03303677,0.21519765,0.16936398,0.17315393,1,1,0
0.03668389,0.02459255,0.03360982,0.03279007,0.03688882,0.02315798,0.00409876,0.03360982,0.02520736,0.02049379,0.02110861,0.02643699,0.02869131,0.02951106,0.03442957,0.03688882,0.21234151,0.16677746,0.17268181,1,1,0
0.0385411,0.02502669,0.0340363,0.03103309,0.03620528,0.02485984,0.00517218,0.03203416,0.0276962,0.0216898,0.02185664,0.02485984,0.02602776,0.02669514,0.03503737,0.03270154,0.21295289,0.1707494,0.17282477,1,1,0
0.03893133,0.02666206,0.03492023,0.03020128,0.03940323,0.02501043,0.00401111,0.0327967,0.02854964,0.02217906,0.02170717,0.02501043,0.02383069,0.02736991,0.0368078,0.02972938,0.21216326,0.1696189,0.17109739,1,1,0
0.03713286,0.02468609,0.03381373,0.03298394,0.03671797,0.02323397,0.00414892,0.03381373,0.02551588,0.02053717,0.02095206,0.02593077,0.02904246,0.02945736,0.03402117,0.03630308,0.21198999,0.16618311,0.17353573,1,1,0
0.03925228,0.02535767,0.03317339,0.03161024,0.03595231,0.02483662,0.00538416,0.03178393,0.02761554,0.02118928,0.02153665,0.02466294,0.02639976,0.02657345,0.03491021,0.03317339,0.21291034,0.17028223,0.17339562,1,1,0
0.03785259,0.02504095,0.03261147,0.03319381,0.03629967,0.02368214,0.00543524,0.03067031,0.02678799,0.02096451,0.02057628,0.02581741,0.02756445,0.02639976,0.0355232,0.03377616,0.21541994,0.16871345,0.17367067,1,1,0
0.05718182,0.02668485,0.0354693,0.04027589,0.03745824,0.01906061,0.00464084,0.02469592,0.03530356,0.01408827,0.0179004,0.02535889,0.02983399,0.02602187,0.03447484,0.03281739,0.20452818,0.16508602,0.16911911,1,1,0
0.04085856,0.02462632,0.03285362,0.02924028,0.03652255,0.02718345,0.00794935,0.03090797,0.02657196,0.02168005,0.02056825,0.02340334,0.02368129,0.02907351,0.03079679,0.03874615,0.21043692,0.17815218,0.16674746,1,1,0
0.03747958,0.02208429,0.03344495,0.01964227,0.03270173,0.03440052,0.01518295,0.02622509,0.02919797,0.02739301,0.03004737,0.01720026,0.01337798,0.02463247,0.02505717,0.02611891,0.21855814,0.18678358,0.18047175,1,1,0
0.04055919,0.02426467,0.03595422,0.0289582,0.03338606,0.03258905,0.01106965,0.03010944,0.03374029,0.02444178,0.01868557,0.01806567,0.02205074,0.02577014,0.02922387,0.0277184,0.21350135,0.1783618,0.17154991,1,1,0
0.04008693,0.02389631,0.03601763,0.02857168,0.03316046,0.03316046,0.01108235,0.03038988,0.03367995,0.02476212,0.01922095,0.0180954,0.02164521,0.02588767,0.02943749,0.02735955,0.21334075,0.1787514,0.17145381,1,1,0
0.04452621,0.02468551,0.03829715,0.02929963,0.03391374,0.02745398,0.00599835,0.03045316,0.03160668,0.0200714,0.02307057,0.02445481,0.02676186,0.02537763,0.03183739,0.02860751,0.20624186,0.17054438,0.17679817,1,1,0
0.04355883,0.02284749,0.0432802,0.02201161,0.03297097,0.01978258,0.01253826,0.02572664,0.03965804,0.02684116,0.02414775,0.01792506,0.01551029,0.02154723,0.02851292,0.02331187,0.22167223,0.1783952,0.17976166,1,1,0
0.04696666,0.02118699,0.03080562,0.03830122,0.02924584,0.01789412,0.00394277,0.03132555,0.02556303,0.01577109,0.01793745,0.02707948,0.03552828,0.02755608,0.03366521,0.06100466,0.20037654,0.16847373,0.16737566,1,1,0
0.04041967,0.02357814,0.03118089,0.03098841,0.03291316,0.02357814,0.00587048,0.03272068,0.02771634,0.0201136,0.02213458,0.02665773,0.02511794,0.02771634,0.03753255,0.03964977,0.20742167,0.17607474,0.16861519,1,1,0
0.02802162,0.02438328,0.03031952,0.02106409,0.03300041,0.02585138,0.01225547,0.03300041,0.02802162,0.02904291,0.0246386,0.02144707,0.01480869,0.02476626,0.03593661,0.02425562,0.224259,0.18962435,0.17530306,1,1,0
0.04411607,0.02151243,0.03117743,0.03990711,0.03055388,0.02026533,0.00420895,0.02712437,0.02837146,0.01667993,0.02260364,0.02665671,0.03382751,0.02369485,0.03616582,0.04349252,0.20440068,0.16678005,0.17846126,1,1,0
0.04182251,0.02035113,0.031927,0.03790165,0.02875297,0.02035113,0.00616135,0.02576565,0.03062005,0.01699039,0.02576565,0.02725931,0.03099347,0.02333845,0.03659469,0.0367814,0.20857039,0.16648227,0.18357051,1,1,0
0.04302033,0.02092352,0.03167861,0.03930494,0.02972314,0.01975024,0.00586641,0.02463892,0.03050532,0.0162304,0.02463892,0.02757212,0.03187415,0.02307454,0.03656728,0.03813166,0.20851778,0.16508239,0.18289934,1,1,0
0.04193389,0.02032039,0.03214316,0.03823927,0.02955693,0.02050512,0.00572665,0.02475393,0.03048058,0.0168105,0.02493866,0.02826381,0.03085004,0.02290662,0.03750035,0.03842401,0.20860213,0.16690786,0.1811361,1,1,0
0.04439667,0.02064961,0.03097442,0.04150572,0.03056143,0.02023662,0.0051624,0.02477954,0.02952895,0.01548721,0.02188859,0.02828997,0.03324588,0.02436654,0.03696281,0.04006025,0.20570006,0.16527526,0.18092808,1,1,0
0.04498125,0.02137118,0.0313444,0.04111409,0.03114087,0.01994644,0.00508838,0.02483128,0.02951259,0.01546867,0.02137118,0.02829138,0.03337975,0.02422068,0.03663632,0.03989288,0.206207,0.16552795,0.17967372,1,1,0
0.03449961,0.02316921,0.03624275,0.02048188,0.03123123,0.03130386,0.0146351,0.0250213,0.03486277,0.02654654,0.02876178,0.01848453,0.01379985,0.02120818,0.02897968,0.02131713,0.22136431,0.19055251,0.17753778,1,1,0
0.04043179,0.0260192,0.03137609,0.03456472,0.03214136,0.02219285,0.00982097,0.02703956,0.03545754,0.01900422,0.02117249,0.02104494,0.02448866,0.02397848,0.03430963,0.0336719,0.21405544,0.17916592,0.17006424,1,1,0
0.02172356,0.02345375,0.03037453,0.01672522,0.02999004,0.0328737,0.00941995,0.03614185,0.02556843,0.02652965,0.03652633,0.02441497,0.01480278,0.02576068,0.03671858,0.02210804,0.22036738,0.18225002,0.18425054,1,1,0
0.04016983,0.02794423,0.03118775,0.03218576,0.0371758,0.02769472,0.00474054,0.03443128,0.0242017,0.01821365,0.01771464,0.0247007,0.02969074,0.03018974,0.03143725,0.03767481,0.20659445,0.17165768,0.17239473,1,1,0
0.04103981,0.0281491,0.03104293,0.03288446,0.03814598,0.02735987,0.00473536,0.03341061,0.02393989,0.01815222,0.01788915,0.02420296,0.02972755,0.02999063,0.03077986,0.03814598,0.20609522,0.17143042,0.172878,1,1,0
0.0313955,0.02082873,0.03159871,0.02235278,0.02672174,0.02489287,0.01402129,0.02722976,0.02875381,0.02509608,0.02804258,0.02255599,0.01940628,0.02204797,0.03068428,0.03393559,0.22621968,0.18586961,0.17834674,1,1,0
0.0349386,0.02176686,0.03170148,0.02500399,0.02812948,0.02265986,0.00915324,0.02935736,0.02835273,0.02087386,0.02779461,0.02656673,0.02210174,0.02399936,0.0349386,0.03951523,0.21377119,0.18248296,0.1768921,1,1,0
0.03291563,0.02086345,0.03149773,0.02228135,0.02673762,0.02481332,0.01397648,0.02714274,0.02866192,0.02501588,0.02805425,0.02248391,0.01934426,0.02197751,0.03058622,0.03382714,0.22582823,0.1855939,0.17839844,1,1,0
0.03043365,0.0202891,0.03174647,0.01993105,0.02685322,0.02577909,0.01575389,0.02577909,0.02768865,0.02744996,0.02876278,0.0225567,0.0175441,0.02064714,0.0300756,0.02661452,0.23219047,0.18976532,0.18013921,1,1,0
0.04065513,0.02244334,0.03245983,0.02967449,0.02849608,0.02088999,0.0076061,0.03176349,0.02897816,0.02142563,0.02046147,0.02640709,0.02715698,0.0239967,0.03669139,0.04038731,0.21389374,0.17439758,0.17221551,1,1,0
0.04153104,0.0228338,0.032927,0.03072083,0.02912136,0.02057248,0.00623241,0.03276153,0.02906621,0.02051732,0.01941424,0.02702551,0.02829405,0.02476419,0.03744963,0.04191711,0.21072608,0.17277314,0.17135206,1,1,0
0.03006665,0.02091593,0.02483767,0.01873719,0.02135168,0.0313739,0.01220096,0.03573139,0.02440192,0.02614492,0.02745216,0.02222318,0.01873719,0.02265893,0.03573139,0.03878163,0.21992151,0.18906767,0.17966413,1,1,0
0.03709436,0.02347994,0.03768629,0.02140818,0.0330495,0.02969522,0.01420635,0.03038581,0.03581184,0.02801808,0.02604498,0.01400904,0.01381173,0.02614363,0.02584767,0.02328263,0.22036691,0.18601625,0.17364157,1,1,0
0.03528299,0.02317515,0.0376478,0.02024279,0.03235062,0.0288507,0.01551316,0.02894529,0.03556676,0.02894529,0.02733722,0.01418887,0.01324294,0.02468863,0.02544537,0.02147249,0.22509087,0.18742236,0.1745907,1,1,0
0.03700673,0.02363781,0.03797549,0.02140965,0.03342231,0.02954726,0.01395018,0.03041915,0.03584422,0.02809412,0.02605971,0.01424081,0.01385331,0.02605971,0.02615659,0.02295967,0.2203446,0.18564729,0.17337138,1,1,0
0.02754598,0.02408392,0.02995437,0.02513759,0.03161014,0.02619126,0.00978409,0.030707,0.03401854,0.02528812,0.02724493,0.02543864,0.01369773,0.0227292,0.0448563,0.02483654,0.21817734,0.18694955,0.17174875,1,1,0
0.01816866,0.02457344,0.03254674,0.01542376,0.03424597,0.03254674,0.01398595,0.03071681,0.02522699,0.03215461,0.02718764,0.02065215,0.01320169,0.02222067,0.03137036,0.02431203,0.23651602,0.18093361,0.18401615,1,1,0
0.01298678,0.02125109,0.02492411,0.0128556,0.03004012,0.03961622,0.02033283,0.03056483,0.02413704,0.03266371,0.03384432,0.01915221,0.00485364,0.02702299,0.03069601,0.01259324,0.238878,0.1988133,0.18477397,1,1,0
0.02660822,0.01524429,0.02466804,0.01690731,0.01884749,0.01912466,0.02217352,0.02383653,0.0241137,0.03520046,0.03714064,0.01884749,0.01413562,0.01441279,0.03104292,0.02023333,0.25672456,0.18706155,0.19367688,1,1,0
0.03142741,0.01945102,0.03210692,0.02582144,0.02412266,0.0207251,0.00968304,0.02718046,0.02692564,0.02182931,0.02743528,0.0322768,0.02641601,0.01970583,0.03915685,0.03440027,0.22353892,0.17541458,0.18238249,1,1,0
0.06829628,0.03235087,0.0392832,0.03620217,0.04031021,0.02002673,0.00410805,0.02002673,0.03466165,0.01489167,0.01412141,0.02439153,0.03286438,0.01720245,0.0305536,0.02721581,0.21333722,0.15951488,0.17064115,1,1,0
0.04994164,0.02425737,0.04138021,0.03139189,0.03281879,0.01854975,0.00570762,0.02283046,0.04423402,0.01854975,0.03852641,0.01712285,0.01997666,0.01854975,0.03281879,0.02425737,0.1989129,0.17805583,0.18211796,1,1,0
0.02891788,0.02506216,0.03759324,0.02506216,0.03373752,0.03662931,0.0067475,0.03855717,0.04241288,0.0231343,0.0395211,0.01542287,0.01156715,0.03084573,0.03662931,0.01735073,0.20134749,0.18129382,0.16816769,1,1,0
0.03195084,0.01785898,0.03376464,0.01897517,0.0251142,0.03320655,0.00878997,0.03669463,0.02818371,0.02650943,0.03264845,0.02385849,0.01744041,0.02623038,0.03585749,0.03460178,0.21150745,0.18037443,0.176433,1,1,0
0.03213233,0.01782012,0.03381612,0.01880233,0.02483591,0.03241297,0.0088399,0.03662244,0.02834381,0.0265197,0.03283391,0.0238537,0.01739917,0.02595844,0.03592086,0.03479834,0.21169153,0.18073149,0.17666695,1,1,0
0.0312736,0.01787063,0.03316897,0.01963061,0.02545211,0.0345228,0.00852916,0.03736586,0.02761824,0.02639979,0.03235667,0.0238275,0.01773524,0.02707671,0.03601202,0.03492895,0.21100257,0.17931573,0.17591285,1,1,0
0.01274472,0.01390333,0.02780665,0.01158611,0.01853777,0.03012387,0.02548943,0.0220136,0.02317221,0.0324411,0.04170998,0.02433082,0.01158611,0.01969638,0.02548943,0.00463444,0.24531983,0.2013973,0.20801692,1,1,0
0.05158859,0.0173991,0.03789251,0.02815307,0.02419642,0.01582659,0.00649296,0.02617474,0.03124737,0.02003687,0.02931977,0.02556603,0.02805161,0.01942815,0.03241407,0.05042189,0.20408065,0.17655521,0.1751544,1,1,0
0.04243204,0.02440536,0.02801069,0.02496002,0.03438937,0.03244803,0.00859734,0.0305067,0.02468269,0.02329602,0.02329602,0.02690136,0.01858135,0.02579203,0.0379947,0.02856536,0.21837045,0.1801541,0.16661635,1,1,0
0.03059806,0.02458773,0.03414962,0.02513412,0.03934037,0.02458773,0.00710312,0.03114446,0.0273197,0.02595371,0.02212896,0.02595371,0.01721141,0.0270465,0.03797438,0.03114446,0.22055069,0.17580572,0.17226554,1,1,0
0.02888794,0.02483349,0.03226665,0.02432669,0.03530748,0.02314414,0.00912251,0.03074623,0.02939475,0.0253403,0.02162372,0.02618498,0.0167246,0.02500243,0.03953087,0.03192878,0.22246026,0.18038216,0.17279203,1,1,0
0.00929701,0.02010163,0.02726284,0.00829192,0.02475014,0.04284161,0.01482495,0.04145962,0.02198616,0.03919819,0.0378162,0.01696075,0.0089201,0.02173489,0.03593167,0.01696075,0.22982634,0.1934468,0.18838842,1,1,0
0.02997163,0.02506718,0.03335025,0.02343236,0.0346581,0.02790086,0.00610331,0.03531203,0.02909973,0.02288742,0.0329143,0.02419528,0.01809196,0.02811884,0.03661988,0.02909973,0.20920499,0.17771782,0.17625434,1,1,0
0.04235286,0.0265777,0.03412234,0.03566556,0.0360085,0.02520595,0.00188616,0.0360085,0.03240765,0.01766131,0.02297685,0.02366273,0.02794946,0.02966415,0.03755172,0.03635144,0.19943884,0.1664394,0.16806887,1,1,0
0.04387921,0.02749279,0.03513978,0.03532186,0.03677843,0.02530793,0.00145657,0.03586807,0.03240871,0.01729679,0.02275893,0.02330514,0.02876729,0.0293135,0.03623221,0.03677843,0.19881745,0.16564666,0.16743026,1,1,0
0.04053402,0.02403762,0.03707763,0.02859376,0.03362124,0.02670846,0.00628434,0.03707763,0.03629209,0.0219952,0.02419472,0.0182246,0.01963857,0.03095039,0.03330702,0.034721,0.20268704,0.17276458,0.17129007,1,1,0
0.02332617,0.02097789,0.03960752,0.01518549,0.0322496,0.03099719,0.01205446,0.03240615,0.03271925,0.02661375,0.03600683,0.02207375,0.01080205,0.02911857,0.02974477,0.02019514,0.21974487,0.18864996,0.17752659,1,1,0
0.03217074,0.02381141,0.03128415,0.02229154,0.03331065,0.03267737,0.01443884,0.0264712,0.02672451,0.02913099,0.02457135,0.01899847,0.01735194,0.02127829,0.02913099,0.02495132,0.22742831,0.18574334,0.1782346,1,1,0
0.05576806,0.02259321,0.03489079,0.03946663,0.03946663,0.01801737,0.00400386,0.028885,0.03431881,0.0200193,0.01887534,0.01944732,0.0228792,0.02974297,0.03489079,0.0431845,0.19839926,0.17170547,0.16344548,1,1,0
0.03562243,0.03155813,0.02940644,0.02032152,0.03873043,0.03251443,0.01051938,0.03394889,0.02558121,0.02199506,0.02486398,0.02008244,0.01697445,0.02988459,0.02749382,0.02510305,0.21835812,0.17459941,0.18244223,1,1,0
0.02169424,0.01312367,0.02892565,0.01232018,0.01928377,0.03187178,0.02972914,0.01473066,0.0249082,0.03481791,0.03910319,0.01740896,0.01044537,0.01580198,0.01821245,0.01526632,0.25760022,0.21573144,0.17902487,1,1,0
0.0234663,0.0227552,0.0327106,0.02322926,0.03247356,0.035555,0.0078221,0.0383994,0.03105136,0.02891806,0.028444,0.02109596,0.01517013,0.0270218,0.0405327,0.02251816,0.21376301,0.18497931,0.1700941,1,1,0
0.01347053,0.02304517,0.02839376,0.01314037,0.03354425,0.03539315,0.01353656,0.030969,0.02390358,0.03790236,0.03658172,0.01974357,0.00719749,0.01710229,0.03955316,0.01056512,0.2322827,0.19562429,0.18805095,1,1,0
0.05941364,0.02841522,0.03318421,0.03874803,0.0431196,0.01490309,0.00556382,0.02483848,0.03417775,0.01649275,0.02046691,0.02146045,0.02324882,0.02861393,0.03318421,0.0280178,0.20890076,0.16593431,0.17131624,1,1,0
0.01615001,0.02582489,0.02358254,0.01506662,0.03144338,0.03769174,0.01912302,0.02665633,0.02688308,0.03353457,0.03227482,0.01806483,0.00617278,0.01783807,0.03577692,0.00942294,0.23778275,0.20308762,0.18362311,1,1,0
0.04594345,0.02597509,0.04004494,0.02332347,0.03457934,0.02435165,0.01044415,0.02700327,0.03728508,0.02261998,0.02364816,0.02029304,0.01753319,0.0234317,0.02970901,0.02559629,0.21462922,0.18151077,0.17207819,1,1,0
0.04101601,0.01935587,0.03548576,0.02765124,0.02442527,0.01843416,0.01059964,0.02626868,0.02903381,0.0230427,0.0230427,0.02534697,0.02903381,0.01889502,0.03087722,0.04424199,0.21602897,0.185214,0.17200616,1,1,0
0.04952852,0.01902182,0.03167313,0.03391627,0.02296975,0.01345884,0.004576,0.02934026,0.02584097,0.01830402,0.01947045,0.03068615,0.0358005,0.01956017,0.03849227,0.05751409,0.20542458,0.17232315,0.17209907,1,1,0
0.01540783,0.01888701,0.03180971,0.01093459,0.02932458,0.04870862,0.00844945,0.03976214,0.02485133,0.03479187,0.04622348,0.02037809,0.00695837,0.02385728,0.04025916,0.01789296,0.21131777,0.1843824,0.18580335,1,1,0
0.03216922,0.01333846,0.03020768,0.00941538,0.02432307,0.04825383,0.02118461,0.02432307,0.02196922,0.03844614,0.04079998,0.01412307,0.00706154,0.01804615,0.02275384,0.01333846,0.23633839,0.18269105,0.20121688,1,1,0
0.03239134,0.01600513,0.03048596,0.00914579,0.02896167,0.05563688,0.0194348,0.0240077,0.02019695,0.03848853,0.03696423,0.01371868,0.00685934,0.0179105,0.02210232,0.01409976,0.23351718,0.18343568,0.19663756,1,1,0
0.03263515,0.01631757,0.02997105,0.00965734,0.02930503,0.05627898,0.0169836,0.02697395,0.02097974,0.03663129,0.0399614,0.01465251,0.0056612,0.02031371,0.02530889,0.01565155,0.22267502,0.18343643,0.19660561,1,1,0
0.02807912,0.01338656,0.02938513,0.00816253,0.0231816,0.0479957,0.0225286,0.0235081,0.02154909,0.03820066,0.04440419,0.01371306,0.00653003,0.01763108,0.02122259,0.01240705,0.23724822,0.18818544,0.20268126,1,1,0
0.04284899,0.01812842,0.03131272,0.01153627,0.03021403,0.05218787,0.01867776,0.02636861,0.02307253,0.03570749,0.03131272,0.01263496,0.00824019,0.02087515,0.02142449,0.01593103,0.2275035,0.1787935,0.19322978,1,1,0
0.03679515,0.01601671,0.03203343,0.01038922,0.02813747,0.04891591,0.01947979,0.02337574,0.02380863,0.03722804,0.03679515,0.01341941,0.00692615,0.01731537,0.02294286,0.01471806,0.23096206,0.18263452,0.19810635,1,1,0
0.03792063,0.01611627,0.03270654,0.01090218,0.02844047,0.0478748,0.01848631,0.02085635,0.0241744,0.03649861,0.03886865,0.01422024,0.00758413,0.01469424,0.02370039,0.01564226,0.22797361,0.18245687,0.20088306,1,1,0
0.04189856,0.02474182,0.03178511,0.02925675,0.03630004,0.02420003,0.01047464,0.02745078,0.02853436,0.02528361,0.02149107,0.01896271,0.02112988,0.02420003,0.03034034,0.03413288,0.21748204,0.17947393,0.17286142,1,1,0
0.0403639,0.02185713,0.02680291,0.03637537,0.03031281,0.02010218,0.00733889,0.02744107,0.02472887,0.0197831,0.01675182,0.0260052,0.02999373,0.02361208,0.03621583,0.05727526,0.21010175,0.17506839,0.1698697,1,1,0
0.03314827,0.02393453,0.03886714,0.02075738,0.0380199,0.03971438,0.00762516,0.03367779,0.03039474,0.02594673,0.0275353,0.02022786,0.01514442,0.02944159,0.03007702,0.02446406,0.20697492,0.17772985,0.17631898,1,1,0
0.0346451,0.02433928,0.0346451,0.02412001,0.02960183,0.03135601,0.01052509,0.03245238,0.03530292,0.02324292,0.02872474,0.0201731,0.01819964,0.02521637,0.03332947,0.02609346,0.21305151,0.18614865,0.16883241,1,1,0
0.03121198,0.02125644,0.02905943,0.02367806,0.02636875,0.02152551,0.01802761,0.02556154,0.03309547,0.02609968,0.02879037,0.02018016,0.01479879,0.02260178,0.03201919,0.02717595,0.22881672,0.20132911,0.16840347,1,1,0
0.03121198,0.02125644,0.02905943,0.02367806,0.02636875,0.02152551,0.01802761,0.02556154,0.03309547,0.02609968,0.02879037,0.02018016,0.01479879,0.02260178,0.03201919,0.02717595,0.22881672,0.20132911,0.16840347,1,1,0
0.04034842,0.01455189,0.03108813,0.02447363,0.02248928,0.03307248,0.01256754,0.03108813,0.03307248,0.02248928,0.02711943,0.02778088,0.01521334,0.02844233,0.03968697,0.02381218,0.21473156,0.18102348,0.17694856,1,1,0
0.06779589,0.03407089,0.03009307,0.04081589,0.04202653,0.02196448,0.00345897,0.02542346,0.03147666,0.01418179,0.01349,0.02352102,0.03164961,0.02265628,0.03545448,0.02525051,0.21030892,0.15953783,0.16682369,1,1,0
0.0682519,0.03288501,0.02947241,0.04219209,0.03815902,0.02109604,0.0034126,0.027611,0.03443619,0.01334015,0.01458109,0.02357793,0.03226454,0.02295746,0.03815902,0.02357793,0.20657066,0.16064773,0.16680724,1,1,0
0.07062221,0.02354074,0.03317104,0.04601144,0.03852121,0.01712054,0.01070034,0.01819057,0.03424107,0.0128404,0.0128404,0.02033064,0.02996094,0.03103097,0.02354074,0.0256808,0.2007789,0.18897957,0.16189749,1,1,0
0.04597346,0.02113066,0.03854917,0.0248428,0.0271272,0.025985,0.00999423,0.03026824,0.03569368,0.0225584,0.02941159,0.01998846,0.02198731,0.0237006,0.02941159,0.03226709,0.21008662,0.17870006,0.17232384,1,1,0
0.02299061,0.01710929,0.02619861,0.00908931,0.02085195,0.02887193,0.02085195,0.03314926,0.02352528,0.03421859,0.03314926,0.01817862,0.00801998,0.02405994,0.02887193,0.02031729,0.24333738,0.19582789,0.19138093,1,1,0
0.02691962,0.02292013,0.03176515,0.0192283,0.03153441,0.0303038,0.01476733,0.02707344,0.02715036,0.02961158,0.02776566,0.02030508,0.01530572,0.02076656,0.03053454,0.02491987,0.23151307,0.18686204,0.18075335,1,1,0
0.04213027,0.02298015,0.02968269,0.02393765,0.0315977,0.02537391,0.00861755,0.03447022,0.03111895,0.02728892,0.02585266,0.01867137,0.01388384,0.0244164,0.038779,0.03782149,0.20924519,0.18152173,0.17261032,1,1,0
0.03970442,0.02307015,0.03019912,0.02891195,0.02752576,0.01990172,0.00772305,0.0336646,0.0263376,0.02118889,0.02118889,0.02455535,0.02831787,0.02465437,0.03415967,0.04792255,0.21332457,0.17528812,0.17236136,1,1,0
0.03573498,0.02162906,0.02883875,0.02758489,0.02852529,0.02539064,0.00783662,0.03354072,0.03009261,0.02350985,0.03040608,0.02350985,0.01974828,0.02476371,0.04012348,0.02915222,0.21004437,0.18510351,0.17446508,1,1,0
0.02830366,0.0197302,0.04518852,0.01287892,0.03227217,0.0260199,0.01613608,0.02433516,0.03953527,0.03534214,0.03159827,0.01606121,0.00602763,0.01767107,0.02957658,0.01512524,0.23051582,0.19297416,0.18070801,1,1,0
0.01620891,0.02190394,0.02935128,0.01248524,0.0328559,0.03898901,0.01467564,0.03460822,0.02343721,0.03723669,0.03745573,0.01686603,0.00744734,0.02299913,0.03351302,0.01139005,0.23105187,0.19742179,0.18010299,1,1,0
0.02088086,0.01974191,0.03265008,0.01670469,0.03189077,0.0372059,0.01404713,0.03151112,0.02809425,0.03340938,0.03948381,0.01746399,0.00911165,0.02429773,0.03227042,0.01442678,0.22376879,0.19262434,0.18041639,1,1,0
0.0189565,0.02102986,0.03287768,0.01480976,0.03376626,0.03880158,0.01303259,0.03435865,0.02636138,0.03554343,0.03820919,0.01688313,0.00858966,0.02458421,0.03287768,0.0124402,0.22457114,0.19176172,0.18054538,1,1,0
0.02383128,0.0198594,0.02868581,0.01853544,0.03398165,0.04413201,0.01412224,0.03177505,0.02338996,0.03354033,0.03486429,0.01809412,0.01015036,0.0264792,0.03177505,0.01368092,0.22348395,0.19163817,0.17798077,1,1,0
0.05583328,0.01856657,0.03232453,0.04100674,0.0247109,0.01415868,0.00414075,0.0276495,0.02898522,0.01749799,0.01736442,0.02591305,0.03833529,0.02043658,0.03579741,0.05823758,0.20316003,0.16927051,0.16661097,1,1,0
0.05635539,0.01925011,0.0323625,0.04170857,0.02552732,0.01380986,0.00418481,0.02650377,0.02873567,0.01715771,0.01659973,0.02580631,0.03919769,0.01980808,0.03501288,0.05900577,0.20352315,0.1692409,0.1662098,1,1,0
0.03087839,0.01961686,0.02651909,0.02143323,0.02397616,0.01925358,0.01816376,0.02615581,0.02506599,0.02433944,0.02760891,0.02324961,0.01889031,0.02433944,0.02760891,0.03087839,0.23270572,0.19619415,0.18312226,1,1,0
0.03763647,0.02654897,0.03255046,0.02502316,0.03621238,0.02675241,0.00834105,0.03417798,0.02797305,0.02359908,0.0242094,0.0211578,0.01993716,0.02858337,0.03183842,0.03021089,0.21149452,0.18173926,0.17201417,1,1,0
0.03760568,0.02652725,0.03262547,0.0250027,0.0362844,0.02673052,0.00833423,0.03415002,0.02795017,0.02368141,0.0241896,0.02114049,0.01992085,0.02855999,0.03181237,0.03018618,0.21154439,0.18173246,0.17202181,1,1,0
0.0367879,0.02419126,0.03263674,0.02390498,0.0367879,0.02576584,0.01002005,0.03306617,0.02862872,0.02691099,0.02691099,0.01932438,0.01531636,0.02877186,0.0322073,0.02547956,0.21592564,0.18292213,0.17444123,1,1,0
0.03674556,0.02416343,0.03274216,0.02387747,0.03688854,0.02573619,0.01000852,0.03302811,0.02859577,0.027023,0.02688002,0.01930214,0.01529874,0.02873875,0.03217024,0.02545024,0.21599071,0.1829112,0.17444919,1,1,0
0.02894619,0.02449293,0.03228613,0.01692239,0.03095015,0.03406744,0.01558641,0.0300595,0.0300595,0.02671956,0.03028216,0.02048499,0.01291445,0.02516092,0.02939151,0.01603173,0.2244198,0.19466481,0.17655942,1,1,0
0.01752406,0.02340103,0.02703406,0.01431844,0.03173564,0.04327587,0.01634866,0.03430013,0.02585867,0.03109451,0.03365901,0.01837889,0.00726607,0.02788889,0.03194935,0.01389102,0.22480648,0.19439411,0.18287511,1,1,0
0.01728932,0.02297806,0.02699365,0.01450072,0.03145541,0.04339061,0.01650851,0.03357474,0.02587821,0.03112078,0.03335165,0.01896248,0.00725036,0.02743982,0.0324593,0.01383146,0.22546378,0.19405294,0.18349819,1,1,0
0.01827347,0.02393567,0.02998393,0.01492762,0.03332978,0.03886329,0.01582843,0.03101342,0.02792495,0.03165685,0.03551745,0.01827347,0.00772118,0.0245791,0.03204291,0.0104236,0.22593002,0.19489739,0.18487746,1,1,0
